index,x,y,vocab
0,-1.28161140725,-3.54960220196,said
1,6.29672338252,3.62850753473,mln
2,6.20969445071,4.30126629306,dlrs
3,6.2962114015,3.50106736112,pct
4,-2.01214754474,6.98528643174,vs
5,-6.4725757257,-0.937824330899,year
6,6.32313308437,3.55082714651,billion
7,-1.49054454098,-5.11671834491,us
8,0.983760038014,-4.94890424392,would
9,-1.04199966905,7.52382904583,cts
10,-3.49171792444,-4.47299172897,company
11,-1.21480711439,7.24150803067,net
12,-3.29601812827,-4.59939681925,bank
13,-1.92993505728,-4.58247028128,new
14,-5.88633273192,1.65059309239,inc
15,-4.73784606252,-4.47085573523,corp
16,-0.271239961156,-6.74345212919,last
17,-3.90116056191,-3.52208443965,market
18,-6.3335565401,1.9589866902,stock
19,-6.2933467768,2.74527809814,loss
20,-5.51759170163,-2.8178597371,1986
21,-6.35684967728,2.03624988399,shares
22,-2.08343691135,-4.19424561566,also
23,2.95311025923,-6.43179329509,one
24,2.52699269195,7.7731477397,share
25,-1.1063331041,-5.16101813603,trade
26,2.96546989443,-6.4230989796,two
27,-4.92725187396,-0.55718281584,shr
28,-0.537299373591,-4.44172609955,oil
29,-6.5203074136,-1.14920374444,may
30,6.24279244925,-1.10137322408,sales
31,-4.32137147187,-4.76653940729,co
32,-5.28284399215,-1.30021379142,debt
33,-3.32109180592,-5.24546082277,first
34,-3.60014129262,-4.47412664322,banks
35,-6.55467581862,-1.10484249557,april
36,-2.33110452286,-5.49751380694,government
37,-5.17420664157,-3.20503336215,exchange
38,-6.57199525136,-1.10816719722,march
39,-4.99079067707,-3.30549511839,prices
40,-5.73365863215,-0.771765253626,1987
41,-3.63068087382,-4.54251967918,group
42,6.7134427409,2.68068286501,profit
43,6.25737755058,4.24161717726,dlr
44,-5.00435803375,-3.29604191785,price
45,3.74002777022,8.46478497134,per
46,-1.33251109485,-5.29727774574,international
47,-1.39090780198,-5.10711449541,foreign
48,-3.23502066641,-1.22388474973,interest
49,0.433924096455,-6.19766640478,rate
50,0.0378852676883,-5.52758996074,agreement
51,-6.59694336054,-0.853529725631,years
52,1.08233825654,-5.01366366181,could
53,2.97045092253,-6.41999472598,three
54,6.789525891,1.72588951257,tonnes
55,-1.16170788752,-3.74072104001,securities
56,-1.53973032023,-5.74202868683,japan
57,-6.56041712811,-1.13341183005,february
58,5.83646417698,3.2576964425,quarter
59,0.878251436255,-4.9252100797,expected
60,5.92006625398,3.41473114993,qtr
61,2.67477057685,-3.47951798022,president
62,-5.54852956426,-2.19877723735,offer
63,-6.55589600716,-0.961464164609,week
64,4.07228085759,-4.25318564206,tax
65,-2.60451453695,-3.07894705631,due
66,2.97936321577,-6.4154438476,five
67,-4.07536342921,6.95767943544,revs
68,6.28136765119,3.69889829701,total
69,0.815607832917,-6.18556080696,dollar
70,-4.3931032794,-4.21196588061,unit
71,-2.17028696868,-4.65867309729,financial
72,-6.46270642136,-1.12100990396,today
73,-2.89172086862,6.33754862302,common
74,-1.46780469032,-3.41915105202,economic
75,2.98011904782,-6.41989931475,10
76,0.420023333968,-6.19211301214,rates
77,-6.56361523228,-1.1317163708,january
78,-1.22541401913,-5.12166435687,trading
79,-3.79144783897,-5.75253454495,ltd
80,-1.2551593985,-3.40740228947,added
81,6.13509677476,-1.22942568653,production
82,-1.93937634409,-4.69896965697,board
83,-6.03383808979,-0.0153348460758,rose
84,-4.51724324891,-3.03933167256,increase
85,0.79528345844,-3.28175256567,told
86,-1.49448154892,-5.44547068459,japanese
87,-5.57859445624,-1.54298629763,meeting
88,2.97811893065,-6.41386507675,15
89,2.94816825986,-6.44513387656,30
90,-0.066185490278,-5.6620388068,capital
91,1.90738170688,-4.67489805,officials
92,-3.92165576118,-4.89055481095,issue
93,-1.5712868044,-5.63263317895,world
94,-2.2502105285,-3.94732870414,current
95,-6.54911211921,-0.945186373086,month
96,1.83637563449,-4.45802347695,spokesman
97,3.56447850879,6.19618934021,record
98,-5.53868693955,-2.80225957094,1985
99,-6.60043771641,-0.83737776425,months
100,-1.51942846378,-5.68187667135,american
101,-4.60294534818,-2.96819923291,rise
102,-2.89419603334,-2.95147027087,made
103,-1.0889602949,-5.66080738,major
104,-3.39827334569,-4.21981660919,business
105,2.89427257646,-6.48515214925,31
106,1.21881292669,-3.02440723817,growth
107,-3.39303677697,-4.15668939247,industry
108,-3.93826518046,-3.51167755065,markets
109,-0.279815691557,-6.73906351731,earlier
110,-3.82121613369,-1.74859829779,system
111,-0.373323049267,-5.78981324482,credit
112,2.95019872907,-6.42810341599,six
113,-1.41253668915,-5.34549861112,federal
114,-3.65761585873,-2.51488163322,investment
115,1.86818706251,-4.62149781875,official
116,1.95891405323,-4.72513477031,sources
117,-3.78770822661,-4.43630136589,companies
118,2.70207410387,-3.40386105201,chairman
119,4.21766139336,4.90360416269,-
120,-0.572190939448,-4.91205040247,finance
121,-0.273666024973,-6.71527324862,next
122,-1.5302884027,-5.08179823218,general
123,-1.30833463217,-4.61599978043,national
124,2.97694418564,-6.41942628703,20
125,4.8007828561,6.29957007119,note
126,-0.121915759047,-2.04538026761,time
127,2.97537298513,-6.41860411693,four
128,-2.11226067178,-6.12979528063,countries
129,5.79687736183,-3.08934404116,stg
130,-3.50436872458,-1.35212653645,minister
131,-0.226244329821,-5.13072192864,plan
132,-4.36894593495,-2.47694343776,end
133,-1.4652193918,-4.65625012633,commission
134,6.13166958024,-1.27925768799,exports
135,2.9483379508,-6.41412708183,nine
136,1.65464640059,-4.25186881662,statement
137,-2.23174660456,-5.70361733888,loan
138,-0.818807297374,-2.61032377691,united
139,5.79352387435,-3.08346977684,yen
140,-1.58379776106,-5.28635456973,west
